domain_name,domain_accession,query_name,query_accession,sequence_evalue,sequence_score,sequence_bias,best_domain_evalue,best_domain_score,best_domain_bis,domain_number_exp,domain_number_reg,domain_number_clu,domain_number_ov,domain_number_env,domain_number_dom,domain_number_rep,domain_number_inc,genome_id
3300013990.a:Ga0120890_10081_13,NA,dsrA,TIGR02064.1,6.8e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300013990_3
3300014014.a:Ga0121215_100007_54,NA,dsrA,TIGR02064.1,6.8e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300014014_1
3300014062.a:Ga0120881_10084_4,NA,dsrA,TIGR02064.1,6.8e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300014062_2
3300014094.a:Ga0121529_100028_21,NA,dsrA,TIGR02064.1,6.8e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300014094_4
3300014602.a:Ga0121347_100020_70,NA,dsrA,TIGR02064.1,6.8e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300014602_2
3300014678.a:Ga0121344_100055_54,NA,dsrA,TIGR02064.1,6.8e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300014678_1
3300014746.a:Ga0120759_100001_14,NA,dsrA,TIGR02064.1,6.8e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300014746_2
3300014901.a:Ga0121380_100026_81,NA,dsrA,TIGR02064.1,6.8e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300014901_2
3300011209.a:Ga0122297_100091_41,NA,dsrA,TIGR02064.1,6.8e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300011209_5
3300010401.a:Ga0134121_10013077_1,NA,dsrA,TIGR02064.1,6.8e-06,37.7,0,0.039,25.4,0,2.4,3,0,0,3,3,2,1,3300010401_10
3300017395.a:Ga0185305_1000022_67,NA,dsrA,TIGR02064.1,6.8e-06,37.7,0.1,0.0024,29.3,0,2.2,2,0,0,2,2,2,1,3300017395_3
3300011201.a:Ga0122796_100486_3,NA,dsrA,TIGR02064.1,6.8e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300011201_3
3300011721.a:Ga0121003_100004_412,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.2e-05,37,0,1.3,1,0,0,1,1,1,1,3300011721_1
3300011477.a:Ga0120895_100017_124,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300011477_1
3300026647.a:Ga0207735_100737_1,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300026647_3
3300014684.a:Ga0121341_100385_3,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300014684_1
3300014073.a:Ga0121525_100249_24,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.3,1,0,0,1,1,1,1,3300014073_4
3300020429.a:Ga0211581_10000791_4,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0.1,1.7e-05,36.4,0,1.6,2,0,0,2,2,1,1,3300020429_6
3300011482.a:Ga0120837_100074_13,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300011482_3
3300011681.a:Ga0122032_100292_4,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300011681_2
3300011724.a:Ga0120742_100093_50,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300011724_4
3300011880.a:Ga0120964_100001_271,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300011880_2
3300013703.a:Ga0120871_100043_19,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300013703_1
3300013929.a:Ga0120998_100540_2,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300013929_2
3300014070.a:Ga0122275_100088_13,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300014070_3
3300014524.a:Ga0121511_100150_12,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300014524_4
3300014622.a:Ga0121366_10025_187,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300014622_3
3300014637.a:Ga0120815_100045_48,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300014637_2
3300014087.a:Ga0122761_100436_7,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.4e-05,36.7,0,1.4,2,0,0,2,2,1,1,3300014087_3
3300025187.a:Ga0208466_100727_1,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300025187_1
3300011616.a:Ga0120986_100028_49,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300011616_2
3300013497.a:Ga0121334_100009_415,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300013497_4
3300013660.a:Ga0121082_10036_14,NA,dsrA,TIGR02064.1,6.9e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300013660_1
3300011620.a:Ga0121557_100578_1,NA,dsrA,TIGR02064.1,7e-06,37.7,0.1,3.9e-05,35.2,0,2,2,0,0,2,2,1,1,3300011620_3
3300026264.a:Ga0207991_1000472_24,NA,dsrA,TIGR02064.1,7e-06,37.7,0.3,3.3,19,0,2.4,3,0,0,3,3,2,2,3300026264_35
3300011386.a:Ga0120830_10026_60,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300011386_4
3300014689.a:Ga0121489_100019_16,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.4e-05,36.7,0,1.4,1,0,0,1,1,1,1,3300014689_3
3300011551.a:Ga0121543_100022_9,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011551_1
3300014518.a:Ga0120821_100009_162,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300014518_4
3300011547.a:Ga0121204_100039_7,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011547_2
3300012280.a:Ga0122114_100029_7,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300012280_2
3300011375.a:Ga0121071_100005_86,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011375_1
3300012275.a:Ga0121651_101246_4,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.3e-05,36.8,0,1.4,1,0,0,1,1,1,1,3300012275_2
3300011512.a:Ga0121587_10032_59,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011512_3
3300011612.a:Ga0121037_100059_58,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011612_2
3300011833.a:Ga0121535_100009_184,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011833_4
3300015024.a:Ga0167669_1000351_36,NA,dsrA,TIGR02064.1,7e-06,37.7,0,0.5,21.7,0,2.2,2,0,0,2,2,2,1,3300015024_11
3300011534.a:Ga0121033_100045_51,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011534_2
3300011541.a:Ga0120926_10016_50,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011541_3
3300011882.a:Ga0122106_100059_7,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011882_4
3300013999.a:Ga0122854_10030_71,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300013999_2
3300012274.a:Ga0121609_100041_66,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300012274_1
3300011812.a:Ga0121647_100034_74,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011812_3
3300011887.a:Ga0122181_100006_61,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011887_4
3300012193.a:Ga0121112_100030_7,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300012193_1
3300011622.a:Ga0120838_100047_58,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011622_2
3300013264.a:Ga0120809_100013_7,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300013264_1
3300012258.a:Ga0122178_100039_9,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300012258_1
3300011800.a:Ga0122206_100029_47,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011800_3
3300011735.a:Ga0121672_100001_56,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011735_2
3300011461.a:Ga0121570_100066_24,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011461_2
3300023249.a:Ga0222678_1003802_3,NA,dsrA,TIGR02064.1,7e-06,37.7,0.4,1.5e-05,36.6,0.4,1.6,1,1,0,1,1,1,1,3300023249_6
3300025642.a:Ga0208648_1000194_33,NA,dsrA,TIGR02064.1,7e-06,37.7,0.4,1.5e-05,36.6,0.4,1.6,1,1,0,1,1,1,1,3300025642_4
3300011897.a:Ga0121666_100063_7,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011897_3
3300025242.a:Ga0209258_100145_71,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.1e-05,37,0,1.2,1,0,0,1,1,1,1,3300025242_3
3300025254.a:Ga0209148_1000177_78,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.1e-05,37,0,1.2,1,0,0,1,1,1,1,3300025254_2
3300027823.a:Ga0209490_10001037_16,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,36.9,0,1.2,1,0,0,1,1,1,1,3300027823_11
3300009084.a:Ga0105046_10047987_4,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,36.9,0,1.2,1,0,0,1,1,1,1,3300009084_82
3300014049.a:Ga0121531_100033_85,NA,dsrA,TIGR02064.1,7e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300014049_2
3300013997.a:Ga0122863_100001_76,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300013997_2
3300012139.a:Ga0153961_1000007_32,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0.4,1.2e-05,36.9,0,1.4,2,0,0,2,2,1,1,3300012139_3
3300013812.a:Ga0121586_10105_7,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300013812_2
3300026522.a:Ga0256406_1000997_20,NA,dsrA,TIGR02064.1,7.1e-06,37.7,4.7,7e-05,34.4,4.7,2.3,1,1,0,1,1,1,1,3300026522_24
3300012943.a:Ga0164241_10000018_303,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0.2,2e-05,36.2,0.1,1.7,1,1,1,2,2,1,1,3300012943_32
3300011837.a:Ga0121538_100036_9,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011837_2
3300013283.a:Ga0121716_100059_51,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300013283_3
3300011463.a:Ga0121024_100079_7,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011463_1
3300011152.a:Ga0122807_100066_8,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011152_1
3300011559.a:Ga0122214_100038_15,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011559_1
3300011573.a:Ga0120985_100022_62,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011573_2
3300011884.a:Ga0122787_100496_7,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011884_3
3300012243.a:Ga0122204_100031_61,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300012243_3
3300012281.a:Ga0122197_100053_8,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300012281_2
3300011876.a:Ga0120936_100012_60,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011876_4
3300011527.a:Ga0121093_100090_4,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011527_2
3300011660.a:Ga0122294_100036_91,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011660_2
3300012233.a:Ga0121195_10070_7,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300012233_1
3300014601.a:Ga0121351_100010_95,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.4e-05,36.7,0,1.4,1,0,0,1,1,1,1,3300014601_2
3300011498.a:Ga0122072_100159_10,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.3e-05,36.8,0,1.3,1,0,0,1,1,1,1,3300011498_3
3300011140.a:Ga0122826_10744_2,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0.1,1.2e-05,36.9,0.1,1.2,1,0,0,1,1,1,1,3300011140_2
3300011904.a:Ga0121683_100128_9,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011904_4
3300011209.a:Ga0122297_100029_44,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0.1,1.2e-05,36.9,0.1,1.2,1,0,0,1,1,1,1,3300011209_1
3300011911.a:Ga0122779_100095_9,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011911_3
3300025720.a:Ga0208197_1000208_28,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0.1,1.4e-05,36.7,0.1,1.7,1,1,0,1,1,1,1,3300025720_3
3300011386.a:Ga0120830_10413_8,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0.1,1.2e-05,36.9,0.1,1.2,1,0,0,1,1,1,1,3300011386_2
3300011706.a:Ga0120944_100070_9,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011706_3
3300011216.a:Ga0122783_100038_8,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011216_3
3300011802.a:Ga0122805_100025_10,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0,1.2e-05,36.9,0,1.3,1,0,0,1,1,1,1,3300011802_1
3300020128.a:Ga0206119_100183_30,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0.8,1.1e-05,37,0,1.6,2,0,0,2,2,1,1,3300020128_6
3300022741.a:Ga0206116_1000230_42,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0.8,1.1e-05,37,0,1.6,2,0,0,2,2,1,1,3300022741_10
3300022742.a:Ga0206117_100243_30,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0.8,1.1e-05,37,0,1.6,2,0,0,2,2,1,1,3300022742_8
3300024038.a:Ga0222420_100026_42,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0.8,1.1e-05,37,0,1.6,2,0,0,2,2,1,1,3300024038_6
3300024040.a:Ga0222422_100026_358,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0.8,1.1e-05,37,0,1.6,2,0,0,2,2,1,1,3300024040_9
3300024043.a:Ga0222421_100024_358,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0.8,1.1e-05,37,0,1.6,2,0,0,2,2,1,1,3300024043_9
3300011878.a:Ga0121639_100136_6,NA,dsrA,TIGR02064.1,7.1e-06,37.7,0.1,1.2e-05,36.9,0.1,1.2,1,0,0,1,1,1,1,3300011878_1
3300011695.a:Ga0120883_100136_14,NA,dsrA,TIGR02064.1,7.2e-06,37.7,0.1,1.2e-05,36.9,0.1,1.2,1,0,0,1,1,1,1,3300011695_1
3300026851.a:Ga0209070_100002_342,NA,dsrA,TIGR02064.1,7.2e-06,37.7,0.1,1.1e-05,37,0.1,1.2,1,0,0,1,1,1,1,3300026851_2
3300011825.a:Ga0120832_100232_14,NA,dsrA,TIGR02064.1,7.2e-06,37.7,0.1,1.2e-05,36.9,0.1,1.2,1,0,0,1,1,1,1,3300011825_1
3300011215.a:Ga0122868_100032_133,NA,dsrA,TIGR02064.1,7.2e-06,37.7,0.1,1.7e-05,36.4,0,1.6,2,0,0,2,2,1,1,3300011215_4
3300025094.a:Ga0209478_1007884_2,NA,dsrA,TIGR02064.1,7.2e-06,37.7,0,0.00058,31.4,0,2.1,2,0,0,2,2,1,1,3300025094_38
3300025105.a:Ga0209479_1001728_10,NA,dsrA,TIGR02064.1,7.2e-06,37.7,0,0.00058,31.4,0,2.1,2,0,0,2,2,1,1,3300025105_25
3300011870.a:Ga0121544_100007_7,NA,dsrA,TIGR02064.1,7.2e-06,37.7,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011870_3
3300013499.a:Ga0119806_1001930_7,NA,dsrA,TIGR02064.1,7.2e-06,37.6,13.1,2.4e-05,35.9,13.1,2.2,1,1,0,1,1,1,1,3300013499_11
3300021338.a:Ga0213839_1007068_1,NA,dsrA,TIGR02064.1,7.2e-06,37.6,0.1,1.7e-05,36.4,0,1.5,2,0,0,2,2,1,1,3300021338_14
3300021416.a:Ga0213837_1000383_16,NA,dsrA,TIGR02064.1,7.2e-06,37.6,0.1,1.7e-05,36.4,0,1.5,2,0,0,2,2,1,1,3300021416_7
3300021485.a:Ga0213832_1000301_16,NA,dsrA,TIGR02064.1,7.2e-06,37.6,0.1,1.7e-05,36.4,0,1.5,2,0,0,2,2,1,1,3300021485_7
3300021487.a:Ga0213830_1000283_25,NA,dsrA,TIGR02064.1,7.2e-06,37.6,0.1,1.7e-05,36.4,0,1.5,2,0,0,2,2,1,1,3300021487_6
3300025179.a:Ga0208204_100023_16,NA,dsrA,TIGR02064.1,7.2e-06,37.6,0.1,1.7e-05,36.4,0,1.5,2,0,0,2,2,1,1,3300025179_2
3300027839.a:Ga0209403_10028541_2,NA,dsrA,TIGR02064.1,7.2e-06,37.6,0.4,0.13,23.6,0,2.4,2,1,0,2,2,2,1,3300027839_23
3300025168.a:Ga0209337_1000019_112,NA,dsrA,TIGR02064.1,7.2e-06,37.6,0,1.2e-05,36.9,0,1.3,1,0,0,1,1,1,1,3300025168_3
3300014679.a:Ga0121496_100001_14,NA,dsrA,TIGR02064.1,7.2e-06,37.6,0,1.2e-05,36.9,0,1.3,1,0,0,1,1,1,1,3300014679_1
3300027607.a:Ga0207422_1000131_58,NA,dsrA,TIGR02064.1,7.2e-06,37.6,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300027607_7
3300012995.a:Ga0157361_1000459_8,NA,dsrA,TIGR02064.1,7.2e-06,37.6,0.2,1.8e-05,36.3,0.1,1.6,2,0,0,2,2,1,1,3300012995_9
3300012843.a:Ga0160474_101550_5,NA,dsrA,TIGR02064.1,7.2e-06,37.6,0,1.2e-05,36.9,0,1.3,1,0,0,1,1,1,1,3300012843_2
3300027900.a:Ga0209253_10015994_3,NA,dsrA,TIGR02064.1,7.3e-06,37.6,0.2,0.81,21,0,2.7,2,1,1,3,3,2,1,3300027900_35
3300027849.a:Ga0209712_10002008_9,NA,dsrA,TIGR02064.1,7.3e-06,37.6,0,1.5e-05,36.6,0,1.4,1,0,0,1,1,1,1,3300027849_25
3300012314.a:Ga0118247_10472_10,NA,dsrA,TIGR02064.1,7.3e-06,37.6,0.2,0.00018,33.1,0,2.3,3,0,0,3,3,1,1,3300012314_5
3300020477.a:Ga0211585_10000029_111,NA,dsrA,TIGR02064.1,7.3e-06,37.6,0.4,0.28,22.6,0,2.2,2,0,0,2,2,2,1,3300020477_12
3300014677.a:Ga0121473_100025_73,NA,dsrA,TIGR02064.1,7.3e-06,37.6,0,1.2e-05,36.9,0,1.2,1,0,0,1,1,1,1,3300014677_2
3300026874.a:Ga0207849_100011_181,NA,dsrA,TIGR02064.1,7.3e-06,37.6,0,1.3e-05,36.8,0,1.3,1,0,0,1,1,1,1,3300026874_1
3300026971.a:Ga0207716_100009_299,NA,dsrA,TIGR02064.1,7.3e-06,37.6,0,1.3e-05,36.8,0,1.3,1,0,0,1,1,1,1,3300026971_1
3300011601.a:Ga0120843_100033_5,NA,dsrA,TIGR02064.1,7.3e-06,37.6,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300011601_3
3300027395.a:Ga0209996_1001025_3,NA,dsrA,TIGR02064.1,7.4e-06,37.6,1.2,0.62,21.4,0.1,2.4,3,0,0,3,3,2,1,3300027395_3
3300014631.a:Ga0121492_100003_405,NA,dsrA,TIGR02064.1,7.4e-06,37.6,0,1.2e-05,37,0,1.2,1,0,0,1,1,1,1,3300014631_2
3300025625.a:Ga0208219_1000009_22,NA,dsrA,TIGR02064.1,7.4e-06,37.6,0.1,0.91,20.8,0.1,2.2,2,0,0,2,2,2,1,3300025625_10
3300012799.a:Ga0160477_100014_271,NA,dsrA,TIGR02064.1,7.4e-06,37.6,0.1,1.6e-05,36.5,0,1.5,2,0,0,2,2,1,1,3300012799_1
3300012801.a:Ga0160485_100408_5,NA,dsrA,TIGR02064.1,7.4e-06,37.6,0.1,1.6e-05,36.5,0,1.5,2,0,0,2,2,1,1,3300012801_2
3300021341.a:Ga0213840_1000213_90,NA,dsrA,TIGR02064.1,7.4e-06,37.6,1.4,1.3e-05,36.8,0.2,1.8,2,0,0,2,2,1,1,3300021341_18
3300010153.a:Ga0098059_1001798_2,NA,dsrA,TIGR02064.1,7.4e-06,37.6,0,1.3e-05,36.8,0,1.3,1,0,0,1,1,1,1,3300010153_2
3300025114.a:Ga0208433_1000003_278,NA,dsrA,TIGR02064.1,7.4e-06,37.6,0,1.3e-05,36.8,0,1.3,1,0,0,1,1,1,1,3300025114_1
3300025128.a:Ga0208919_1000024_3,NA,dsrA,TIGR02064.1,7.4e-06,37.6,0,1.3e-05,36.8,0,1.3,1,0,0,1,1,1,1,3300025128_4
3300025133.a:Ga0208299_1000003_347,NA,dsrA,TIGR02064.1,7.4e-06,37.6,0,1.3e-05,36.8,0,1.3,1,0,0,1,1,1,1,3300025133_3
3300020200.a:Ga0194121_10022370_2,NA,dsrA,TIGR02064.1,7.4e-06,37.6,0,1.8,19.8,0,3.1,2,1,1,3,3,2,1,3300020200_57
3300024058.a:Ga0209997_10000022_10,NA,dsrA,TIGR02064.1,7.4e-06,37.6,0.4,0.024,26,0,2.6,2,1,1,3,3,2,1,3300024058_14
3300025233.a:Ga0209437_100109_150,NA,dsrA,TIGR02064.1,7.4e-06,37.6,0,1.1e-05,37,0,1.1,1,0,0,1,1,1,1,3300025233_11
3300025233.a:Ga0209437_100111_150,NA,dsrA,TIGR02064.1,7.4e-06,37.6,0,1.1e-05,37,0,1.1,1,0,0,1,1,1,1,3300025233_11
3300026518.a:Ga0256829_1000001_567,NA,dsrA,TIGR02064.1,7.4e-06,37.6,0,1.2e-05,36.9,0,1.2,1,0,0,1,1,1,1,3300026518_7
3300017480.a:Ga0185336_1001136_3,NA,dsrA,TIGR02064.1,7.4e-06,37.6,0,0.0098,27.3,0,2.2,2,0,0,2,2,2,1,3300017480_15
3300017509.a:Ga0185334_1000302_5,NA,dsrA,TIGR02064.1,7.5e-06,37.6,0,0.0098,27.3,0,2.2,2,0,0,2,2,2,1,3300017509_13
3300013850.a:Ga0121733_10002_55,NA,dsrA,TIGR02064.1,7.5e-06,37.6,0,1.1e-05,37,0,1.1,1,0,0,1,1,1,1,3300013850_1
3300010055.a:Ga0098067_1000385_3,NA,dsrA,TIGR02064.1,7.5e-06,37.6,0,1.3e-05,36.8,0,1.3,1,0,0,1,1,1,1,3300010055_2
3300025064.a:Ga0208301_1000151_3,NA,dsrA,TIGR02064.1,7.5e-06,37.6,0,1.3e-05,36.8,0,1.3,1,0,0,1,1,1,1,3300025064_1
3300026274.a:Ga0209888_1000650_2,NA,dsrA,TIGR02064.1,7.5e-06,37.6,0,1.3e-05,36.8,0,1.3,1,0,0,1,1,1,1,3300026274_3
3300017505.a:Ga0185315_1000014_36,NA,dsrA,TIGR02064.1,7.5e-06,37.6,0.1,0.00016,33.2,0,2.9,4,0,0,4,4,1,1,3300017505_17
3300011619.a:Ga0121593_100002_40,NA,dsrA,TIGR02064.1,7.6e-06,37.6,0,1.2e-05,36.9,0,1.2,1,0,0,1,1,1,1,3300011619_1
3300026288.a:Ga0209572_1003347_4,NA,dsrA,TIGR02064.1,7.6e-06,37.6,0,0.00072,31.1,0,2.1,2,0,0,2,2,1,1,3300026288_29
3300005332.a:Ga0066388_100007201_2,NA,dsrA,TIGR02064.1,7.6e-06,37.6,0.2,0.095,24.1,0,2.4,2,0,0,2,2,2,1,3300005332_13
3300024902.a:Ga0208402_100273_9,NA,dsrA,TIGR02064.1,7.6e-06,37.6,0,1.2e-05,36.9,0,1.2,1,0,0,1,1,1,1,3300024902_1
3300024904.a:Ga0208403_100307_2,NA,dsrA,TIGR02064.1,7.6e-06,37.6,0,1.2e-05,36.9,0,1.2,1,0,0,1,1,1,1,3300024904_1
3300024906.a:Ga0208122_100279_11,NA,dsrA,TIGR02064.1,7.6e-06,37.6,0,1.2e-05,36.9,0,1.2,1,0,0,1,1,1,1,3300024906_1
